이름,유형,도로명주소,지번주소,전화번호,홈페이지,위도,경도,테마
제주도 조용한게스트하우스 산방산점,게스트하우스,제주특별자치도 서귀포시 안덕면 덕수회관로87번길 34,안덕면 덕수리 2328-1,010-5834-0010,http://blog.naver.com/jejog,33.2533581321683,126.304766971701,숙소
후스토리게스트하우스,게스트하우스,제주특별자치도 서귀포시 색달중앙로 15-1,색달동 2534-7,010-6496-2534,,33.2570685064818,126.413086354962,숙소
쉼드림게스트하우스,게스트하우스,제주특별자치도 제주시 원당로5길 12,삼양일동 1647-9,064-726-6652,https://cafe.naver.com/shymdream,33.5254052540435,126.590017308744,숙소
카프리애월,게스트하우스,제주특별자치도 제주시 애월읍 애월로4길 18 1층,애월읍 애월리 2150-8,,,33.463331343789,126.314107141388,숙소
용스테이,게스트하우스,제주특별자치도 제주시 명주길 3,연동 2510,064-712-0075,,33.4945328639591,126.493096345297,숙소
정원책방,게스트하우스,제주특별자치도 서귀포시 남원읍 원님로25번길 14,남원읍 의귀리 700-6,,http://m.blog.naver.com/bookshopmd,33.315109514283,126.719842681699,숙소
두베하우스,게스트하우스,제주특별자치도 제주시 구좌읍 상하도길 46-12,구좌읍 상도리 444,010-3591-6896,http://blog.naver.com/zzibi69,33.5170174174678,126.86635830756,숙소
제주역게스트하우스,게스트하우스,제주특별자치도 제주시 한경면 노을해안로 1171 1층,한경면 고산리 3594-5,010-3386-6766,http://jejustationgh.modoo.at/,33.3084511676507,126.16589638581,숙소
전망좋은게스트하우스,게스트하우스,제주특별자치도 서귀포시 성산읍 일출로 248 2층,성산읍 성산리 399-8,064-783-1568,,33.4606722611885,126.932525032161,숙소
안녕함덕,게스트하우스,제주특별자치도 제주시 조천읍 함덕로 10,조천읍 함덕리 272-43,010-4484-8556,https://www.instagram.com/hihamdeok/,33.5409733050147,126.67372764826,숙소
제주이티하우스,게스트하우스,제주특별자치도 제주시 애월읍 구엄4길 20-9,애월읍 구엄리 566-1,,http://blog.naver.com/jejuethouse,33.4815211841024,126.379171750648,숙소
오름게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 충렬로 147-19,구좌읍 세화리 1758-41,010-7757-2701,https://cafe.naver.com/jjgst,33.5099416491152,126.846590908269,숙소
달숲하우스,게스트하우스,제주특별자치도 제주시 한림읍 명재로 35,한림읍 협재리 1319-1,010-3758-8750,http://www.dallsoophouse.com/,33.3947719203887,126.251031561722,숙소
책닦는남자 북스테이,게스트하우스,제주특별자치도 제주시 구좌읍 한동북1길 34-6,구좌읍 한동리 1323,,http://blog.naver.com/74zzg,33.5410391987611,126.828865116159,숙소
사랑각 게스트하우스,게스트하우스,제주특별자치도 제주시 조천읍 선화길 21,조천읍 선흘리 475-72,,http://blog.naver.com/saranggak_jejuhouse,33.4583265014371,126.712735348059,숙소
쉬다가게,게스트하우스,제주특별자치도 서귀포시 안덕면 사계남로21번길 27,안덕면 사계리 2501-1,010-8706-3606,https://www.instagram.com/sheda1201/,33.2306998132559,126.295470929973,숙소
성산에오거들랑 게스트하우스,게스트하우스,제주특별자치도 서귀포시 성산읍 고성동서로 13-7,성산읍 고성리 1410-9,064-784-2692,http://seongsanoh.com/,33.4503163401224,126.908326924272,숙소
금능630게스트하우스,게스트하우스,제주특별자치도 제주시 한림읍 한림로 221,한림읍 금능리 2084-1,010-8980-8645,http://blog.naver.com/040601,33.3869753647758,126.231219842964,숙소
금능630게스트하우스,게스트하우스,제주특별자치도 제주시 한림읍 한림로 221,한림읍 금능리 2084-1,010-8980-8645,http://blog.naver.com/040601,33.3869753647758,126.231219842964,숙소
힐 게스트하우스,"여관,모텔",제주특별자치도 제주시 한림읍 한림로 221,한림읍 금능리 2084-1,,,33.3869753647758,126.231219842964,숙소
힐 게스트하우스,"여관,모텔",제주특별자치도 제주시 한림읍 한림로 221,한림읍 금능리 2084-1,,,33.3869753647758,126.231219842964,숙소
봉스테이,게스트하우스,제주특별자치도 제주시 봉개대동10길 4,봉개동 1314-1,,https://bongstay.modoo.at/,33.4871582496512,126.599468930549,숙소
언니네시골집 게스트하우스,게스트하우스,제주특별자치도 제주시 한경면 용수3길 38,한경면 용수리 4143-1,010-3365-9201,https://www.instagram.com/jeju_countryhouse/,33.324626202879,126.165803526546,숙소
마요피갤러리,게스트하우스,제주특별자치도 제주시 구좌읍 하도동길 27-38,구좌읍 하도리 513-5,010-2209-8760,https://mayopigallery.modoo.at/,33.5244202293782,126.888443550522,숙소
연게스트하우스 애월협재점,게스트하우스,제주특별자치도 제주시 한림읍 일주서로 5673,한림읍 귀덕리 3769,010-4446-5673,http://blog.naver.com/mp741236,33.4335678069083,126.276623839649,숙소
까사까미노,게스트하우스,제주특별자치도 제주시 조천읍 선진안길 21,조천읍 선흘리 1945-13,010-8358-5884,https://blog.naver.com/casa__camino,33.4576365922884,126.704336045866,숙소
네이처트레일,게스트하우스,제주특별자치도 제주시 한림읍 홍수암로 30-5,한림읍 금능리 1842-6,,http://naturetrail.co.kr/,33.382497420551,126.225256970549,숙소
피크엔드,게스트하우스,제주특별자치도 제주시 서해안로 135 2층,도두일동 2539-1,010-8323-8624,https://www.instagram.com/peak.end,33.5029482558764,126.463950614874,숙소
함덕사이,게스트하우스,제주특별자치도 제주시 조천읍 신북로 540-3,조천읍 함덕리 1002-42,010-5403-4292,https://www.instagram.com/hamdeok42/,33.5409143797683,126.667404831965,숙소
두바퀴게스트하우스&펜션,게스트하우스,제주특별자치도 서귀포시 대정읍 도원로 89,대정읍 신도리 2580-1,064-773-2304,http://doobaqui.modoo.at/,33.2789831286769,126.179429287915,숙소
히든스테이,게스트하우스,제주특별자치도 서귀포시 성산읍 성산중앙로40번길 12,성산읍 성산리 183-1,,https://blog.naver.com/hiddenstay_00,33.4629627491132,126.934445438415,숙소
히든스테이,게스트하우스,제주특별자치도 서귀포시 성산읍 성산중앙로40번길 12,성산읍 성산리 183-1,,https://blog.naver.com/hiddenstay_00,33.4629627491132,126.934445438415,숙소
수지여관,"여관,모텔",제주특별자치도 서귀포시 성산읍 성산중앙로40번길 12,성산읍 성산리 183-1,,,33.4629627491132,126.934445438415,숙소
수지여관,"여관,모텔",제주특별자치도 서귀포시 성산읍 성산중앙로40번길 12,성산읍 성산리 183-1,,,33.4629627491132,126.934445438415,숙소
청춘게스트하우스,게스트하우스,제주특별자치도 서귀포시 이중섭로 31,서귀동 513-8,010-5852-4201,https://www.instagram.com/youth_guesthouse/,33.2452397958039,126.564392328088,숙소
느영나영게스트하우스,게스트하우스,제주특별자치도 서귀포시 남원읍 신흥로13번길 23,남원읍 신흥리 168-8,064-764-5002,http://blog.naver.com/nuyounghouse,33.3005862129545,126.766736820291,숙소
낯가림게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 애월로 130,애월읍 애월리 1639-2,010-5487-6422,https://www.instagram.com/not_garim_/,33.4640445496923,126.321011652018,숙소
비아제주 카페엔스테이,게스트하우스,제주특별자치도 제주시 삼무로9길 11,연동 290-36,064-713-3911,http://www.viajeju.com/,33.4927090152319,126.494879994527,숙소
김군아미고게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 애월해안로 670,애월읍 구엄리 1233,,https://gimgoonamigo.modoo.at/,33.4810343976266,126.373952132759,숙소
올레5 게스트하우스,게스트하우스,제주특별자치도 서귀포시 남원읍 공천포로 137-5,남원읍 신례리 8-2,064-733-5455,http://www.olle5.co.kr/,33.2686681968563,126.646794703281,숙소
스테이예스,게스트하우스,제주특별자치도 제주시 한경면 일주서로 4549,한경면 판포리 1703-5,010-2939-4549,https://www.instagram.com/stayyes_atpanpo/,33.3658824390077,126.201377597751,숙소
하티게스트하우스,게스트하우스,제주특별자치도 제주시 한림읍 협재1길 39-5,한림읍 협재리 1682,010-6364-6006,http://hathiguesthouse.modoo.at/,33.3985143204938,126.243451142822,숙소
이호웨이브,게스트하우스,"제주특별자치도 제주시 현사길 17-1 1,2층",이호일동 1769-7,010-9914-0793,https://www.instagram.com/jeju_ihowave_guesthouse,33.4963073705828,126.449401777029,숙소
블랑게스트하우스,게스트하우스,제주특별자치도 서귀포시 표선면 표선관정로43번길 76-31,표선면 표선리 1821-1,010-6276-0766,http://blog.naver.com/blancinjeju,33.3332246726685,126.826914376588,숙소
제주도게스트하우스파티 함비자,게스트하우스,제주특별자치도 제주시 조천읍 조함해안로 330-1 1층 101호,조천읍 신흥리 35-4,010-8403-3330,https://blog.naver.com/hambiza,33.5496239297595,126.652851726586,숙소
제주숲게스트하우스,게스트하우스,제주특별자치도 서귀포시 남원읍 남조로 573-16,남원읍 수망리 335-7,064-764-7642,http://blog.naver.com/didenddl,33.3286949385702,126.710984919902,숙소
썬시티게스트하우스 성산점,게스트하우스,제주특별자치도 서귀포시 성산읍 한도로 120,성산읍 오조리 13-2,010-7730-5910,https://blog.naver.com/durbdud77,33.4684879809883,126.920695454447,숙소
평대리943 TuCasa,게스트하우스,제주특별자치도 제주시 구좌읍 평대10길 48,구좌읍 평대리 943,010-4844-0943,http://vudeofl943.modoo.at/,33.5227780166672,126.844284463064,숙소
털보네게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 애월북서길 88,애월읍 애월리 2002-7,010-3981-8253,https://blog.naver.com/darkyjs,33.4635965339999,126.3120144599,숙소
문하우스,게스트하우스,제주특별자치도 제주시 정실동길 26,오라이동 130-10,064-745-6153,https://blog.naver.com/lkj398181,33.464684118219,126.513814653947,숙소
제제댁게스트하우스,게스트하우스,제주특별자치도 제주시 조천읍 남조로 3028,조천읍 조천리 1505-4,010-6440-8408,https://www.instagram.com/zezedaek/,33.5299308291695,126.644875217183,숙소
푸른섬게스트하우스,게스트하우스,제주특별자치도 서귀포시 표선면 민속해안로119번길 17,표선면 표선리 2919,010-9728-2160,http://blog.naver.com/jejublueisland,33.3079414443215,126.812423512936,숙소
바당1807,게스트하우스,제주특별자치도 제주시 애월읍 하귀미수포길 5-2,애월읍 하귀2리 1807,010-5709-4078,https://www.instagram.com/oceang_1807/,33.4834483635833,126.401894797144,숙소
나무이야기게스트하우스 표선점,게스트하우스,제주특별자치도 서귀포시 표선면 민속해안로 32,표선면 세화리 200-1,010-9689-0425,http://cafe.naver.com/treestory12,33.3044050957079,126.806097222976,숙소
애월의온도,게스트하우스,제주특별자치도 제주시 애월읍 애월해안로 384,애월읍 고내리 337,010-4832-0365,https://www.instagram.com/aewol_ondo_jeju/,33.4728079968235,126.349344867343,숙소
모들공간,게스트하우스,제주특별자치도 제주시 구좌읍 월정1길 66-5,구좌읍 월정리 561,010-3999-2587,,33.5563819464058,126.793959093059,숙소
괜찮아,게스트하우스,제주특별자치도 제주시 구좌읍 해녀박물관길 27,구좌읍 세화리 1-1,,,33.5233717133389,126.862239713197,숙소
샨티샨티 게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 동복로 70-1,구좌읍 동복리 1391,010-6285-9620,https://blog.naver.com/shantigwen,33.5526311360875,126.713971968653,숙소
조브라더스 게스트하우스,게스트하우스,제주특별자치도 제주시 한경면 두모11길 46,한경면 두모리 2617-1,010-3841-3821,http://instagram.com/jo_brothers_,33.3571960101563,126.183500062096,숙소
초록빛이야기,게스트하우스,제주특별자치도 제주시 구좌읍 평대9길 9,구좌읍 평대리 468-10,064-746-4505,http://olivejeju.weebly.com/,33.5259128191609,126.84911731971,숙소
흰고래게스트하우스,게스트하우스,제주특별자치도 서귀포시 이어도로1066번길 26,서호동 65-2,010-2955-0471,http://whitewhale.fortour.kr/,33.2440595957044,126.523626374293,숙소
눈큰새우게스트하우스,게스트하우스,제주특별자치도 제주시 조천읍 조천7길 25,조천읍 조천리 2422-2,010-4156-0115,https://www.instagram.com/nunkeunsaeu/,33.5095930490074,126.661406828247,숙소
하랑게스트하우스,게스트하우스,제주특별자치도 서귀포시 대정읍 일과로13번길 1,대정읍 일과리 116,,,33.2328043641625,126.243678743436,숙소
함덕산티아고게스트하우스,게스트하우스,제주특별자치도 제주시 조천읍 신촌9길 47-2,조천읍 신촌리 2043,010-3116-1781,https://blog.naver.com/santiago7979,33.5388739662715,126.622345744741,숙소
어락게스트하우스,게스트하우스,제주특별자치도 서귀포시 안덕면 대평로 12,안덕면 창천리 856-3,010-3559-6007,http://blog.naver.com/pds_house,33.2359162782669,126.365470409706,숙소
다노이게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 동복로 51,구좌읍 동복리 1493-1,010-6675-8582,,33.5532303730568,126.711733978504,숙소
어떤날게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 행원로 113,구좌읍 행원리 720-1,010-7395-5895,http://blog.naver.com/somedayjeju,33.553686535443,126.807280574943,숙소
레프트핸더 게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 상도북2길 17-12 1층,구좌읍 상도리 471-25,010-8311-5120,https://blog.naver.com/lefthandertaiwan,33.5201877720308,126.864996397348,숙소
김녕하세요 게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 김녕로8길 4,구좌읍 김녕리 2250,010-9663-3418,https://instagram.com/hi_gimnyeongg,33.5537890023804,126.747928689641,숙소
올레휴,게스트하우스,제주특별자치도 서귀포시 천지로 13,서귀동 310-41,064-762-9102,https://ollehhue.modoo.at/,33.248828876067,126.560740485253,숙소
민수민수 게스트하우스,게스트하우스,제주특별자치도 제주시 한림읍 일주서로 5903-6,한림읍 귀덕리 904-7,,https://blog.naver.com/zikkzikk,33.4449263036441,126.296647399267,숙소
